PCODE,HIT_VEL,HIT_ANG_VER,R,RBI,NAME,GYEAR,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD,AGE_VA,OBP,OPS
62925,132.885,19.75,31.0,25.0,강진성,2021,55,209,183,0.262,48,4,72,0.393,1,18,33,1,6,8,27,0.34615384615384615,0.7391538461538462
62931,143.665,14.45,31.0,37.0,노진혁,2021,66,245,207,0.324,67,6,97,0.469,2,30,58,0,3,2,31,0.4132231404958678,0.8822231404958678
62947,148.755,15.8,65.0,65.0,나성범,2021,74,338,303,0.29,88,17,157,0.518,2,23,68,2,10,4,31,0.35798816568047337,0.8759881656804733
63123,140.05,14.8,29.0,24.0,강승호,2021,47,167,150,0.227,34,2,47,0.313,0,11,36,1,2,3,27,0.2883435582822086,0.6013435582822086
63202,133.02,11.7,16.0,24.0,장승현,2021,54,149,128,0.234,30,2,41,0.32,0,13,36,0,4,0,27,0.32413793103448274,0.6441379310344828
63257,142.43,14.8,39.0,30.0,김인태,2021,70,251,200,0.275,55,5,82,0.41,2,44,36,0,1,7,27,0.4048582995951417,0.8148582995951417
63260,142.83499999999998,16.15,6.0,3.0,이우성,2021,31,46,39,0.179,7,0,8,0.205,0,6,9,0,0,0,26,0.28888888888888886,0.4938888888888888
63440,133.03,6.7,12.0,8.0,이흥련,2021,52,107,92,0.25,23,2,31,0.337,0,10,24,0,3,2,32,0.34285714285714286,0.6798571428571429
63450,137.69,12.2,6.0,1.0,정현,2021,36,86,68,0.279,19,0,25,0.368,0,9,15,0,4,2,27,0.3950617283950617,0.7630617283950617
63634,138.41,5.0,3.0,5.0,이홍구,2021,30,55,52,0.154,8,1,11,0.212,1,2,27,1,0,3,30,0.18181818181818182,0.39381818181818184
63700,128.48,13.7,26.0,19.0,장운호,2021,49,169,144,0.278,40,0,48,0.333,2,17,40,0,3,3,27,0.3614457831325301,0.6944457831325301
63704,133.83999999999997,16.8,13.0,4.0,노수광,2021,35,119,104,0.183,19,1,25,0.24,0,12,34,0,1,1,30,0.27350427350427353,0.5135042735042735
63722,130.61,12.7,13.0,10.0,한승택,2021,45,128,108,0.222,24,1,31,0.287,0,15,31,0,1,2,27,0.3225806451612903,0.6095806451612903
63963,139.375,18.4,25.0,26.0,권희동,2021,55,171,133,0.263,35,8,62,0.466,3,29,24,1,5,4,30,0.40588235294117647,0.8718823529411766
64004,137.07999999999998,8.95,15.0,5.0,김민혁,2021,38,95,81,0.284,23,0,27,0.333,0,12,17,0,1,1,25,0.3829787234042553,0.7159787234042554
64006,129.0,22.0,45.0,33.0,심우준,2021,74,243,218,0.271,59,4,88,0.404,3,16,38,0,3,0,26,0.325,0.7290000000000001
64007,142.65,16.1,13.0,14.0,문상철,2021,42,85,78,0.231,18,2,30,0.385,0,5,27,0,2,1,30,0.29411764705882354,0.6791176470588236
64012,134.01999999999998,8.65,28.0,7.0,송민섭,2021,65,45,35,0.171,6,0,6,0.171,0,10,16,0,0,0,29,0.35555555555555557,0.5265555555555556
64014,145.09,21.3,16.0,13.0,김병희,2021,33,69,51,0.294,15,5,33,0.647,0,13,15,0,3,0,30,0.4626865671641791,1.1096865671641791
64153,134.6,23.95,45.0,60.0,양석환,2021,74,311,279,0.28,78,16,139,0.498,3,27,73,0,2,7,29,0.3440514469453376,0.8420514469453376
64166,133.23,16.85,56.0,52.0,배정대,2021,75,316,270,0.278,75,5,107,0.396,3,37,62,1,4,5,26,0.36942675159235666,0.7654267515923567
64213,133.69,12.7,7.0,10.0,최용제,2021,42,71,61,0.311,19,0,22,0.361,1,8,12,0,1,0,29,0.39436619718309857,0.7553661971830985
64407,134.175,5.2,5.0,3.0,김호재,2021,50,57,47,0.213,10,0,11,0.234,0,6,8,0,2,0,26,0.32727272727272727,0.5612727272727273
64468,134.64,13.2,27.0,29.0,박계범,2021,49,123,109,0.266,29,2,41,0.376,0,10,27,0,3,2,25,0.3442622950819672,0.7202622950819673
64469,129.91,21.0,5.0,4.0,송준석,2021,19,55,51,0.235,12,2,20,0.392,0,3,13,0,1,1,27,0.2909090909090909,0.6829090909090909
64501,139.12,1.8,12.0,7.0,배성근,2021,43,73,62,0.226,14,1,19,0.306,0,10,27,0,0,1,26,0.3333333333333333,0.6393333333333333
64504,138.865,16.0,16.0,8.0,오윤석,2021,33,76,69,0.232,16,2,29,0.42,0,7,21,1,0,2,29,0.3026315789473684,0.7226315789473684
64560,135.16,15.2,23.0,23.0,이창진,2021,54,171,144,0.229,33,0,41,0.285,3,21,29,0,1,6,30,0.3254437869822485,0.6104437869822485
64610,136.92,4.8,19.0,18.0,강한울,2021,73,183,158,0.253,40,0,43,0.272,2,20,42,0,0,4,29,0.3333333333333333,0.6053333333333333
64646,133.16,10.0,34.0,40.0,박찬호,2021,63,242,211,0.251,53,1,69,0.327,3,24,39,0,0,3,26,0.3235294117647059,0.6505294117647059
64717,141.7,16.8,20.0,17.0,지시완,2021,41,114,102,0.216,22,4,39,0.382,0,9,33,0,3,4,27,0.2982456140350877,0.6802456140350877
64793,137.64,15.3,16.0,18.0,김민수,2021,32,68,59,0.288,17,3,30,0.508,1,5,8,0,1,2,30,0.3484848484848485,0.8564848484848485
64868,130.62,8.2,56.0,35.0,조용호,2021,74,302,243,0.255,62,0,71,0.292,3,52,40,0,2,4,31,0.38666666666666666,0.6786666666666666
64906,135.245,5.0,2.0,4.0,강민국,2021,16,50,45,0.244,11,0,13,0.289,0,3,6,0,0,1,29,0.2916666666666667,0.5806666666666667
64984,129.42000000000002,8.85,32.0,24.0,김태진,2021,53,230,210,0.305,64,0,75,0.357,1,15,31,1,0,3,25,0.3495575221238938,0.7065575221238938
65040,136.49,8.8,5.0,6.0,김태훈,2021,25,67,63,0.206,13,1,20,0.317,0,2,14,0,1,0,25,0.24242424242424243,0.5594242424242424
65132,136.27,26.75,6.0,3.0,김재성,2021,37,56,51,0.118,6,1,12,0.235,0,4,11,0,1,1,24,0.19642857142857142,0.4314285714285714
65362,138.89,10.15,34.0,42.0,송우현,2021,69,282,250,0.296,74,3,104,0.416,1,28,49,1,2,4,24,0.3701067615658363,0.7861067615658363
65399,137.09,19.0,3.0,1.0,허정협,2021,24,41,36,0.139,5,0,5,0.139,0,5,7,0,0,1,31,0.24390243902439024,0.38290243902439025
65506,128.67,17.0,15.0,11.0,김재유,2021,41,72,66,0.348,23,1,29,0.439,0,5,10,0,1,1,28,0.4027777777777778,0.8417777777777777
65515,136.2,3.4,7.0,4.0,강로한,2021,21,35,33,0.121,4,2,10,0.303,0,2,18,0,0,0,29,0.17142857142857143,0.4744285714285714
65586,128.68,22.8,26.0,28.0,전병우,2021,69,179,148,0.196,29,4,48,0.324,0,24,57,0,4,0,28,0.32386363636363635,0.6478636363636363
65610,140.865,19.55,8.0,16.0,황대인,2021,34,126,117,0.239,28,4,44,0.376,3,5,26,0,0,2,25,0.264,0.64
65653,135.19,17.6,16.0,15.0,김호령,2021,36,102,82,0.256,21,4,35,0.427,0,13,26,0,5,1,29,0.39,0.817
65898,138.84,16.8,20.0,21.0,김웅빈,2021,55,195,162,0.247,40,4,62,0.383,2,24,51,1,6,1,25,0.36082474226804123,0.7438247422680413
66108,144.615,7.75,67.0,40.0,홍창기,2021,75,341,269,0.338,91,3,118,0.439,1,61,44,2,10,4,27,0.4750733137829912,0.9140733137829913
66209,135.755,6.2,18.0,5.0,조수행,2021,56,68,55,0.273,15,0,18,0.327,0,12,17,0,1,0,27,0.4117647058823529,0.738764705882353
66606,132.45999999999998,12.149999999999999,51.0,27.0,최원준,2021,73,345,305,0.302,92,1,119,0.39,3,29,35,0,5,1,24,0.3684210526315789,0.7584210526315789
66657,147.355,17.15,8.0,5.0,이진영,2021,13,42,35,0.229,8,2,18,0.514,0,3,19,0,4,0,23,0.35714285714285715,0.8711428571428572
66838,139.48,17.1,12.0,12.0,김동엽,2021,33,99,86,0.209,18,1,25,0.291,4,7,23,0,2,1,30,0.2727272727272727,0.5637272727272726
66917,133.2,24.1,8.0,3.0,김찬형,2021,47,88,75,0.213,16,1,23,0.307,0,7,18,0,2,1,23,0.2976190476190476,0.6046190476190476
66928,133.6,18.5,28.0,23.0,박준영,2021,53,135,119,0.218,26,6,48,0.403,2,11,43,0,2,5,23,0.291044776119403,0.6940447761194031
66965,137.675,10.25,8.0,4.0,도태훈,2021,25,43,41,0.146,6,1,9,0.22,0,1,8,0,1,2,28,0.18604651162790697,0.40604651162790695
67304,136.21,11.9,65.0,46.0,김혜성,2021,80,366,323,0.294,95,3,119,0.368,5,38,60,1,0,3,22,0.3633879781420765,0.7313879781420765
67341,141.445,10.5,56.0,53.0,이정후,2021,79,356,296,0.345,102,3,149,0.503,5,51,22,1,4,7,22,0.4410112359550562,0.9440112359550562
67504,145.2,9.5,16.0,18.0,김민수,2021,45,149,133,0.248,33,2,48,0.361,1,13,39,0,0,3,23,0.3129251700680272,0.6739251700680272
67644,138.25,11.0,14.0,14.0,이정훈,2021,37,147,125,0.248,31,2,42,0.336,0,19,33,0,3,3,26,0.36054421768707484,0.6965442176870749
67872,141.575,19.5,50.0,48.0,로맥,2021,78,336,279,0.24,67,18,128,0.459,3,52,60,1,2,7,35,0.3601190476190476,0.8191190476190476
67893,137.29,13.4,34.0,29.0,박성한,2021,72,217,188,0.277,52,1,67,0.356,0,21,33,0,1,1,23,0.3523809523809524,0.7083809523809523
68050,144.58,13.1,53.0,76.0,강백호,2021,75,329,271,0.395,107,10,157,0.579,3,55,45,7,0,4,21,0.49240121580547114,1.071401215805471
68346,140.75,22.5,5.0,5.0,김수환,2021,13,44,41,0.22,9,2,17,0.415,1,2,17,0,0,2,23,0.25,0.665
68362,139.13,10.5,28.0,21.0,추재현,2021,47,157,136,0.294,40,4,61,0.449,0,17,28,0,2,3,22,0.38064516129032255,0.8296451612903226
68525,149.815,12.45,32.0,41.0,한동희,2021,63,259,221,0.24,53,10,92,0.416,0,35,57,1,2,13,22,0.3488372093023256,0.7648372093023256
68743,136.33999999999997,13.05,57.0,29.0,정은원,2021,79,348,281,0.302,85,4,121,0.431,0,65,57,1,0,6,21,0.43352601156069365,0.8645260115606936
69102,138.73,12.7,28.0,30.0,문보경,2021,46,167,137,0.27,37,7,67,0.489,2,27,30,0,0,4,20,0.3855421686746988,0.8745421686746988
69209,140.6,13.7,52.0,56.0,페르난데스,2021,71,319,272,0.331,90,10,130,0.478,5,39,19,2,3,12,33,0.41379310344827586,0.8917931034482758
69453,139.03,13.2,16.0,19.0,이학주,2021,39,114,102,0.265,27,3,43,0.422,0,10,37,0,1,2,30,0.336283185840708,0.758283185840708
69508,128.875,8.5,6.0,5.0,신용수,2021,23,47,41,0.244,10,1,15,0.366,1,3,4,0,2,2,25,0.3191489361702128,0.6851489361702128
69652,142.96,16.75,28.0,36.0,터커,2021,66,297,256,0.246,63,5,93,0.363,1,36,34,1,4,8,31,0.3468013468013468,0.7098013468013468
69705,143.21,19.0,13.0,15.0,조한민,2021,30,96,84,0.238,20,4,41,0.488,2,8,34,0,2,3,20,0.3125,0.8005
69706,138.885,13.25,3.0,2.0,허관회,2021,22,69,56,0.161,9,0,9,0.161,2,10,19,0,1,1,22,0.2898550724637681,0.4508550724637681
69737,141.895,13.2,38.0,56.0,노시환,2021,76,321,274,0.263,72,13,121,0.442,2,45,82,5,0,10,20,0.3644859813084112,0.8064859813084112
69766,138.56,12.8,11.0,7.0,유장혁,2021,34,112,98,0.143,14,1,22,0.224,2,8,39,0,2,2,21,0.21818181818181817,0.4421818181818182
71564,140.75,14.6,28.0,55.0,이대호,2021,51,218,196,0.291,57,10,91,0.464,2,19,22,2,1,7,39,0.3532110091743119,0.8172110091743119
71837,136.625,20.5,30.0,19.0,김강민,2021,68,165,144,0.25,36,6,63,0.438,1,12,30,1,5,2,38,0.3271604938271605,0.7651604938271606
72443,135.255,13.45,28.0,36.0,최형우,2021,40,180,148,0.203,30,6,50,0.338,0,29,28,5,3,7,37,0.34444444444444444,0.6824444444444444
73113,140.14,26.15,18.0,21.0,박경수,2021,62,155,139,0.173,24,6,48,0.345,0,13,46,1,2,4,37,0.2532467532467532,0.5982467532467532
73136,140.56,11.7,15.0,20.0,이성열,2021,45,138,117,0.205,24,1,35,0.299,2,18,36,0,1,2,36,0.3115942028985507,0.6105942028985507
73209,133.3,20.4,0.0,3.0,나주환,2021,19,32,31,0.161,5,0,5,0.161,1,0,12,0,0,2,37,0.15625,0.31725000000000003
73306,128.42,30.4,6.0,2.0,지석훈,2021,28,43,34,0.147,5,0,6,0.176,1,6,12,0,2,0,37,0.3023255813953488,0.4783255813953488
74163,127.005,11.55,55.0,29.0,이용규,2021,75,299,245,0.286,70,0,90,0.367,2,45,30,1,3,1,35,0.4,0.767
74206,131.145,19.8,18.0,19.0,김재호,2021,43,139,119,0.235,28,1,36,0.303,0,15,19,0,1,5,36,0.32592592592592595,0.6289259259259259
74339,136.07999999999998,12.399999999999999,14.0,23.0,유한준,2021,52,150,123,0.301,37,1,48,0.39,1,22,12,4,4,5,40,0.42,0.81
74465,145.41,16.6,27.0,41.0,박석민,2021,59,205,171,0.257,44,10,82,0.48,2,27,43,1,2,8,36,0.3613861386138614,0.8413861386138614
74540,137.01,14.2,42.0,56.0,강민호,2021,70,270,241,0.324,78,11,122,0.506,4,23,31,3,2,7,35,0.3814814814814815,0.8874814814814815
75125,144.43,21.3,33.0,46.0,박병호,2021,60,264,219,0.228,50,10,93,0.425,5,31,69,1,9,4,35,0.3409090909090909,0.7659090909090909
75151,136.20999999999998,13.9,21.0,23.0,정의윤,2021,51,158,146,0.226,33,7,56,0.384,1,11,34,1,0,5,34,0.27848101265822783,0.6624810126582279
75334,142.46499999999997,17.85,35.0,53.0,오재일,2021,59,239,210,0.276,58,12,106,0.505,3,26,58,4,0,3,34,0.3514644351464435,0.8564644351464434
75566,132.51999999999998,22.700000000000003,31.0,46.0,이원석,2021,71,259,217,0.263,57,7,92,0.424,5,31,41,0,6,6,34,0.36293436293436293,0.7869343629343629
75847,145.3,25.0,61.0,67.0,최정,2021,74,305,241,0.299,72,20,144,0.598,5,45,54,0,14,3,34,0.42950819672131146,1.0275081967213113
76100,133.02,10.1,4.0,4.0,이병규,2021,29,43,34,0.235,8,0,8,0.235,0,8,14,0,1,2,37,0.3953488372093023,0.6303488372093022
76232,145.23000000000002,19.450000000000003,59.0,78.0,양의지,2021,73,302,250,0.348,87,20,166,0.664,4,42,30,3,6,5,34,0.4470198675496689,1.111019867549669
76249,134.68,21.0,5.0,2.0,민병헌,2021,10,41,36,0.167,6,0,9,0.25,0,4,10,0,0,1,34,0.25,0.5
76267,139.405,18.85,31.0,44.0,최주환,2021,60,236,205,0.254,52,10,90,0.439,1,23,40,2,7,3,33,0.3474576271186441,0.7864576271186441
76290,147.485,15.5,47.0,59.0,김현수,2021,73,315,267,0.288,77,12,125,0.468,5,41,26,3,2,5,33,0.38095238095238093,0.8489523809523809
76313,140.72500000000002,16.5,55.0,40.0,황재균,2021,48,207,184,0.315,58,7,87,0.473,0,22,35,0,1,5,33,0.391304347826087,0.864304347826087
76802,132.51,18.1,22.0,30.0,김성현,2021,67,182,149,0.282,42,4,61,0.409,4,26,15,0,0,5,34,0.37988826815642457,0.7888882681564245
76812,135.55,18.3,11.0,6.0,이재원,2021,72,216,192,0.297,57,3,79,0.411,0,20,30,2,2,6,33,0.3691588785046729,0.7801588785046729
76849,135.70499999999998,11.35,30.0,14.0,이명기,2021,56,232,191,0.293,56,2,74,0.387,0,37,27,0,1,2,33,0.4104803493449782,0.7974803493449782
77243,137.655,18.549999999999997,5.0,14.0,허도환,2021,25,55,44,0.25,11,2,18,0.409,0,4,7,0,1,2,36,0.32653061224489793,0.7355306122448979
77248,135.33,14.7,6.0,5.0,오재원,2021,40,75,68,0.176,12,0,15,0.221,1,6,18,0,0,3,36,0.24,0.46099999999999997
77532,140.01,5.4,54.0,33.0,손아섭,2021,75,342,302,0.315,95,1,112,0.371,0,38,38,2,1,7,33,0.39296187683284456,0.7639618768328446
77564,137.995,17.4,18.0,23.0,김민성,2021,71,264,221,0.199,44,5,70,0.317,3,29,41,1,5,5,32,0.3023255813953488,0.6193255813953489
78122,134.005,16.6,20.0,19.0,김태군,2021,50,148,125,0.232,29,4,46,0.368,0,13,16,0,5,2,31,0.32867132867132864,0.6966713286713286
78135,137.02,23.7,30.0,31.0,이형종,2021,49,176,147,0.218,32,8,63,0.429,0,26,35,1,3,7,32,0.3465909090909091,0.7755909090909091
78168,137.48,12.8,55.0,35.0,서건창,2021,76,333,278,0.259,72,4,98,0.353,3,45,44,2,6,9,31,0.3704819277108434,0.7234819277108433
78224,148.14499999999998,15.55,52.0,67.0,김재환,2021,68,289,236,0.271,64,16,120,0.508,2,48,62,1,3,3,32,0.39792387543252594,0.905923875432526
78288,135.95,12.5,27.0,26.0,최재훈,2021,63,243,195,0.226,44,4,63,0.323,0,39,37,1,5,8,31,0.3682008368200837,0.6912008368200837
78513,141.7,13.3,57.0,57.0,전준우,2021,77,346,293,0.328,96,4,131,0.447,5,42,32,0,5,7,35,0.4144927536231884,0.8614927536231884
78548,140.285,16.2,32.0,48.0,장성우,2021,61,231,195,0.236,46,9,80,0.41,1,28,31,3,2,11,31,0.336283185840708,0.746283185840708
78603,136.565,11.350000000000001,34.0,44.0,김선빈,2021,69,307,271,0.295,80,2,103,0.38,2,33,22,1,0,7,31,0.369281045751634,0.749281045751634
78629,133.41,13.0,2.0,5.0,나지완,2021,20,76,61,0.164,10,0,11,0.18,1,9,22,0,5,2,36,0.3157894736842105,0.4957894736842105
79109,143.015,12.5,37.0,38.0,오지환,2021,66,276,236,0.237,56,5,83,0.352,3,31,42,0,4,5,31,0.33211678832116787,0.6841167883211678
79150,134.28,14.25,25.0,10.0,정주현,2021,70,207,177,0.232,41,3,58,0.328,0,23,32,0,0,4,30,0.32,0.648
79192,143.1,18.450000000000003,42.0,51.0,채은성,2021,61,257,225,0.316,71,12,120,0.533,4,22,42,0,6,4,31,0.3852140077821012,0.9182140077821013
79215,143.28,13.0,47.0,41.0,박건우,2021,59,246,216,0.338,73,2,94,0.435,3,24,32,0,3,11,30,0.4065040650406504,0.8415040650406505
79231,131.66500000000002,6.0,15.0,16.0,정수빈,2021,46,128,110,0.2,22,1,31,0.282,1,16,23,0,0,4,30,0.2992125984251969,0.5812125984251968
79240,137.26999999999998,8.6,46.0,37.0,허경민,2021,69,301,279,0.323,90,4,122,0.437,1,18,19,1,3,12,30,0.3687707641196013,0.8057707641196012
79365,143.10500000000002,17.0,46.0,60.0,박동원,2021,73,261,219,0.265,58,16,117,0.534,1,32,69,0,6,5,31,0.37209302325581395,0.906093023255814
79402,135.92,12.0,30.0,23.0,김상수,2021,70,278,237,0.211,50,1,61,0.257,0,30,26,0,3,7,31,0.3074074074074074,0.5644074074074075
79456,129.29,9.1,20.0,25.0,이지영,2021,62,135,124,0.274,34,0,38,0.306,2,7,11,1,1,5,35,0.31343283582089554,0.6194328358208956
79608,141.385,10.3,32.0,53.0,안치홍,2021,55,246,212,0.325,69,5,102,0.481,5,26,32,1,0,5,31,0.39094650205761317,0.8719465020576131
