PCODE,HIT_VEL,HIT_ANG_VER,R,RBI,NAME,GYEAR,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD,AGE_VA,OBP,OPS
62234,132.51,8.75,10.0,4.0,류지혁,2020,25,51,42,0.381,16,1,22,0.524,2,1,6,0,5,3,26,0.44,0.964
62244,133.13,13.6,47.0,51.0,박세혁,2020,124,423,360,0.269,97,4,131,0.364,7,35,45,0,12,7,30,0.34782608695652173,0.7118260869565217
62265,140.57,15.5,38.0,65.0,유민상,2020,126,456,391,0.246,96,8,143,0.366,4,53,80,1,6,14,31,0.34140969162995594,0.7074096916299559
62353,131.96,3.2,20.0,2.0,박정음,2020,86,47,43,0.186,8,0,10,0.233,0,2,14,0,2,0,31,0.2553191489361702,0.48831914893617023
62356,133.78,12.0,13.0,6.0,김규민,2020,54,111,101,0.208,21,1,28,0.277,1,5,24,0,1,3,27,0.25,0.527
62404,136.72,19.8,70.0,78.0,구자욱,2020,118,510,446,0.307,137,15,213,0.478,4,51,91,3,8,4,27,0.3850687622789784,0.8630687622789783
62409,132.37,10.6,20.0,8.0,박찬도,2020,51,116,96,0.219,21,1,29,0.302,2,15,22,1,1,2,31,0.32456140350877194,0.6265614035087719
62415,132.095,16.1,84.0,55.0,박해민,2020,132,541,489,0.29,142,11,203,0.415,3,39,77,1,3,7,30,0.3445692883895131,0.7595692883895131
62556,131.28,20.3,18.0,12.0,신본기,2020,81,123,106,0.217,23,2,30,0.283,1,14,22,0,1,3,31,0.3114754098360656,0.5944754098360656
62558,137.385,12.850000000000001,38.0,43.0,김준태,2020,128,369,306,0.225,69,5,100,0.327,3,56,64,0,1,5,25,0.3442622950819672,0.6712622950819672
62700,137.04,12.1,22.0,32.0,하주석,2020,72,281,262,0.286,75,2,92,0.351,2,13,66,0,2,3,26,0.3225806451612903,0.6735806451612902
62802,129.81,14.8,23.0,10.0,박승욱,2020,97,128,110,0.264,29,1,39,0.355,1,11,37,0,4,1,27,0.3492063492063492,0.7042063492063492
62864,137.18,15.7,22.0,21.0,김민식,2020,69,238,211,0.251,53,2,67,0.318,2,17,28,0,2,3,31,0.3103448275862069,0.6283448275862069
62884,136.75,11.3,21.0,15.0,최항,2020,47,155,132,0.265,35,2,44,0.333,1,21,27,1,1,3,26,0.36774193548387096,0.700741935483871
62895,141.54,21.5,35.0,31.0,한동민,2020,62,231,193,0.249,48,15,98,0.508,2,30,49,1,6,8,30,0.36363636363636365,0.8716363636363637
62907,136.45,13.4,82.0,63.0,박민우,2020,126,530,467,0.345,161,8,222,0.475,10,36,48,2,15,12,27,0.4015151515151515,0.8765151515151515
62908,131.06,16.8,5.0,5.0,황윤호,2020,25,73,70,0.243,17,0,20,0.286,0,3,10,0,0,3,26,0.273972602739726,0.559972602739726
62925,136.76,18.65,53.0,70.0,강진성,2020,121,432,395,0.309,122,12,183,0.463,6,20,46,0,9,11,26,0.3511627906976744,0.8141627906976745
62931,140.53,19.9,70.0,82.0,노진혁,2020,132,484,427,0.274,117,20,205,0.48,0,49,106,3,5,8,30,0.35550935550935553,0.8355093555093556
62934,133.87,27.9,32.0,26.0,김성욱,2020,104,225,195,0.221,43,8,73,0.374,2,17,40,0,4,0,27,0.29357798165137616,0.6675779816513762
62947,146.22,15.2,115.0,112.0,나성범,2020,130,584,525,0.324,170,34,313,0.596,1,49,148,2,9,6,30,0.3904109589041096,0.9864109589041096
63257,141.445,18.7,15.0,13.0,김인태,2020,77,110,84,0.202,17,1,25,0.298,1,21,13,0,2,3,26,0.37037037037037035,0.6683703703703703
63260,144.94,5.9,5.0,3.0,이우성,2020,48,67,59,0.203,12,0,13,0.22,0,6,11,0,2,2,25,0.29850746268656714,0.5185074626865671
63440,137.22,9.95,6.0,19.0,이흥련,2020,49,132,125,0.24,30,3,40,0.32,1,6,29,0,0,5,31,0.2727272727272727,0.5927272727272728
63450,135.535,17.6,14.0,4.0,정현,2020,89,128,112,0.152,17,2,27,0.241,0,11,34,0,2,3,26,0.24,0.481
63634,132.055,27.65,5.0,8.0,이홍구,2020,49,96,84,0.19,16,3,27,0.321,1,6,26,0,3,3,29,0.26595744680851063,0.5869574468085106
63704,129.95,12.9,39.0,21.0,노수광,2020,100,330,291,0.251,73,1,92,0.316,1,34,64,2,2,2,29,0.3323170731707317,0.6483170731707317
63722,137.01,15.3,22.0,29.0,한승택,2020,83,262,226,0.226,51,9,84,0.372,0,21,58,0,6,7,26,0.308300395256917,0.680300395256917
63920,129.04,9.3,8.0,5.0,김준완,2020,45,75,65,0.215,14,1,18,0.277,0,10,9,0,0,3,29,0.32,0.597
63963,137.95999999999998,21.5,67.0,50.0,권희동,2020,123,426,346,0.26,90,12,142,0.41,5,58,72,0,11,6,29,0.37857142857142856,0.7885714285714285
64004,139.255,6.35,35.0,25.0,김민혁,2020,108,249,222,0.239,53,5,77,0.347,1,22,42,0,2,4,24,0.3117408906882591,0.658740890688259
64006,130.55,13.850000000000001,58.0,51.0,심우준,2020,144,535,476,0.235,112,3,143,0.3,4,37,98,0,2,7,25,0.2909441233140655,0.5909441233140655
64007,143.185,17.95,24.0,25.0,문상철,2020,74,172,154,0.26,40,8,71,0.461,2,11,43,0,2,4,29,0.3136094674556213,0.7746094674556213
64012,131.6,28.95,21.0,5.0,송민섭,2020,114,51,41,0.195,8,1,14,0.341,1,5,13,0,1,0,28,0.2916666666666667,0.6326666666666667
64115,141.735,7.0,10.0,6.0,장준원,2020,46,68,60,0.217,13,1,19,0.317,1,6,7,0,0,2,24,0.2835820895522388,0.6005820895522388
64153,140.12,27.35,8.0,13.0,양석환,2020,40,132,118,0.246,29,3,43,0.364,0,10,25,0,2,1,28,0.3153846153846154,0.6793846153846154
64166,135.56,14.6,88.0,65.0,배정대,2020,144,615,533,0.289,154,13,224,0.42,4,68,142,0,5,9,25,0.3721311475409836,0.7921311475409836
64209,122.24000000000001,18.7,9.0,2.0,정기훈,2020,29,36,31,0.161,5,0,7,0.226,0,3,15,0,2,0,25,0.2777777777777778,0.5037777777777778
64213,134.26,17.0,9.0,9.0,최용제,2020,28,49,44,0.295,13,0,15,0.341,0,4,8,0,0,2,28,0.3541666666666667,0.6951666666666667
64260,129.53,11.9,17.0,9.0,김경호,2020,56,110,105,0.286,30,0,35,0.333,1,3,16,0,0,2,24,0.30275229357798167,0.6357522935779817
64266,138.095,15.55,16.0,18.0,이성곤,2020,62,154,139,0.281,39,5,61,0.439,2,11,38,0,0,3,28,0.32894736842105265,0.7679473684210527
64300,142.2,19.7,111.0,109.0,김하성,2020,138,622,533,0.306,163,30,279,0.523,3,75,68,3,8,12,24,0.3974151857835218,0.9204151857835219
64346,143.235,4.75,3.0,6.0,임병욱,2020,12,41,37,0.27,10,0,14,0.378,0,4,10,1,0,1,24,0.34146341463414637,0.7194634146341463
64407,129.8,10.1,19.0,10.0,김호재,2020,65,138,118,0.322,38,1,46,0.39,0,16,19,0,3,1,25,0.41605839416058393,0.8060583941605839
64468,133.99,17.35,21.0,16.0,박계범,2020,80,175,164,0.195,32,3,48,0.293,1,7,42,0,0,3,24,0.22674418604651161,0.5197441860465116
64469,135.88,17.8,5.0,7.0,송준석,2020,32,50,47,0.277,13,1,21,0.447,0,2,6,0,1,4,26,0.32,0.767
64504,142.03500000000003,14.9,31.0,32.0,오윤석,2020,63,197,168,0.298,50,4,71,0.423,2,24,47,0,2,2,28,0.3877551020408163,0.8107551020408164
64560,134.37,18.8,19.0,7.0,이창진,2020,22,99,88,0.33,29,0,39,0.443,0,10,17,0,1,2,29,0.40404040404040403,0.847040404040404
64610,132.78,6.1,13.0,10.0,강한울,2020,34,122,105,0.305,32,1,38,0.362,1,11,24,0,0,3,28,0.36752136752136755,0.7295213675213675
64646,132.0,14.0,63.0,36.0,박찬호,2020,141,531,480,0.223,107,3,132,0.275,3,36,87,0,0,14,25,0.27552986512524086,0.5505298651252408
64657,135.945,15.6,71.0,29.0,박준태,2020,128,443,347,0.245,85,5,115,0.331,3,65,120,0,19,4,28,0.38940092165898615,0.7204009216589862
64704,134.32,11.4,14.0,6.0,노태형,2020,55,113,102,0.216,22,0,28,0.275,0,7,31,0,3,0,25,0.2857142857142857,0.5607142857142857
64868,132.4,8.1,73.0,32.0,조용호,2020,132,482,409,0.296,121,0,136,0.333,2,64,83,1,2,6,30,0.3920335429769392,0.7250335429769392
64906,134.61,10.8,16.0,9.0,강민국,2020,81,120,107,0.224,24,0,27,0.252,0,7,20,0,0,0,28,0.2719298245614035,0.5239298245614035
64984,129.41,14.0,28.0,23.0,김태진,2020,82,280,263,0.236,62,1,72,0.274,1,13,45,0,1,2,24,0.2733812949640288,0.5473812949640289
65399,144.45999999999998,13.6,45.0,43.0,허정협,2020,111,360,314,0.268,84,10,126,0.401,1,40,73,0,2,7,30,0.35294117647058826,0.7539411764705883
65464,147.01,15.6,5.0,5.0,최정용,2020,38,59,56,0.196,11,1,15,0.268,0,2,15,0,0,0,23,0.22413793103448276,0.4921379310344828
65506,138.365,7.2,20.0,9.0,김재유,2020,68,133,116,0.259,30,1,34,0.293,0,12,35,0,3,2,27,0.3435114503816794,0.6365114503816793
65586,139.99,22.5,46.0,48.0,전병우,2020,119,402,359,0.237,85,8,128,0.357,2,37,100,0,2,7,27,0.31,0.667
65610,136.825,18.1,14.0,16.0,황대인,2020,63,138,116,0.276,32,4,48,0.414,1,21,29,0,0,5,24,0.38405797101449274,0.7980579710144927
65653,138.48,18.0,36.0,16.0,김호령,2020,89,159,138,0.232,32,4,53,0.384,1,14,55,0,3,2,28,0.3141025641025641,0.6981025641025641
65869,127.31,12.2,7.0,7.0,이현석,2020,58,109,101,0.178,18,2,26,0.257,0,4,30,0,2,4,28,0.22429906542056074,0.4812990654205608
65898,137.17,16.8,25.0,31.0,김웅빈,2020,73,235,207,0.275,57,8,94,0.454,3,17,65,1,3,6,24,0.3347826086956522,0.7887826086956522
66052,149.84,10.05,3.0,11.0,남태혁,2020,35,72,66,0.197,13,1,17,0.258,0,6,22,0,0,2,29,0.2638888888888889,0.5218888888888888
66108,145.565,13.3,87.0,39.0,홍창기,2020,135,507,408,0.279,114,5,170,0.417,3,83,87,1,10,8,26,0.4107142857142857,0.8277142857142856
66113,142.495,17.85,12.0,11.0,김호은,2020,69,112,103,0.243,25,2,36,0.35,0,7,14,0,2,2,28,0.30357142857142855,0.6535714285714285
66209,130.4,4.5,12.0,4.0,조수행,2020,44,40,38,0.263,10,0,10,0.263,0,2,6,0,0,0,26,0.3,0.563
66354,129.33,12.5,6.0,7.0,주효상,2020,63,101,84,0.19,16,0,20,0.238,1,13,26,0,0,0,22,0.29591836734693877,0.5339183673469388
66409,137.52,19.4,25.0,30.0,이성규,2020,98,245,216,0.181,39,10,78,0.361,2,18,64,0,5,7,26,0.2572614107883817,0.6182614107883817
66606,134.305,15.95,72.0,35.0,최원준,2020,123,412,359,0.326,117,2,151,0.421,5,33,35,0,6,1,23,0.3870967741935484,0.8080967741935483
66614,132.67,26.5,21.0,11.0,김규성,2020,103,182,157,0.178,28,3,41,0.261,0,13,40,0,1,1,23,0.24561403508771928,0.5066140350877193
66702,124.27000000000001,2.65,5.0,1.0,이동훈,2020,37,39,38,0.105,4,0,4,0.105,0,0,14,0,1,0,23,0.1282051282051282,0.23320512820512818
66706,133.365,21.2,2.0,1.0,장진혁,2020,19,37,32,0.156,5,0,7,0.219,0,5,6,0,0,0,26,0.2702702702702703,0.48927027027027026
66707,129.92,19.5,4.0,2.0,박상언,2020,38,47,46,0.217,10,0,13,0.283,0,0,16,0,1,1,23,0.23404255319148937,0.5170425531914893
66838,138.04000000000002,14.8,60.0,74.0,김동엽,2020,115,451,413,0.312,129,20,210,0.508,4,29,79,0,4,14,29,0.36,0.868
66917,130.32,14.55,10.0,7.0,김찬형,2020,56,72,64,0.297,19,0,25,0.391,1,4,11,0,1,0,22,0.34285714285714286,0.7338571428571429
66928,137.03,15.700000000000001,4.0,3.0,박준영,2020,32,51,46,0.152,7,0,11,0.239,0,2,17,0,3,2,22,0.23529411764705882,0.4742941176470588
67025,149.66000000000003,18.4,116.0,135.0,로하스,2020,142,628,550,0.349,192,47,374,0.68,8,65,132,5,5,11,30,0.4171974522292994,1.0971974522292993
67207,125.53,20.1,30.0,6.0,이유찬,2020,101,108,89,0.258,23,0,27,0.303,1,14,25,0,2,2,21,0.36792452830188677,0.6709245283018868
67304,137.37,10.350000000000001,80.0,61.0,김혜성,2020,142,553,499,0.285,142,7,199,0.399,4,46,94,0,2,6,21,0.3448275862068966,0.7438275862068966
67341,141.095,16.35,85.0,101.0,이정후,2020,140,617,544,0.333,181,15,285,0.524,8,59,47,6,4,16,21,0.3967479674796748,0.9207479674796748
67872,145.56,20.8,85.0,91.0,로맥,2020,139,586,485,0.282,137,32,265,0.546,4,91,116,5,6,5,34,0.3993174061433447,0.9453174061433447
67893,131.03,5.7,7.0,8.0,박성한,2020,41,112,99,0.242,24,2,32,0.323,0,11,21,0,1,1,22,0.32432432432432434,0.6473243243243243
68050,147.07,14.7,95.0,89.0,강백호,2020,129,574,500,0.33,165,23,272,0.544,3,66,93,9,5,7,20,0.41114982578397213,0.9551498257839721
68204,129.35,14.2,6.0,7.0,권민석,2020,55,57,50,0.26,13,0,15,0.3,2,3,15,0,0,0,21,0.2909090909090909,0.5909090909090908
68305,143.57999999999998,14.7,7.0,16.0,변상권,2020,35,64,62,0.274,17,1,25,0.403,1,1,20,0,0,2,23,0.28125,0.68425
68518,125.01,22.3,9.0,5.0,정보근,2020,85,152,133,0.15,20,0,22,0.165,1,11,32,0,1,7,20,0.2191780821917808,0.38417808219178085
68525,146.09,12.1,62.0,67.0,한동희,2020,135,531,461,0.278,128,17,201,0.436,3,57,97,0,5,15,21,0.3612167300380228,0.7972167300380228
68730,139.835,20.9,12.0,14.0,호잉,2020,34,134,124,0.194,24,4,40,0.323,0,9,34,0,1,4,31,0.2537313432835821,0.5767313432835821
68743,132.10500000000002,11.0,28.0,29.0,정은원,2020,79,303,254,0.248,63,3,85,0.335,1,41,41,0,5,4,20,0.36212624584717606,0.6971262458471761
68868,131.99,8.6,23.0,14.0,최준우,2020,66,207,182,0.236,43,3,56,0.308,1,19,28,0,0,3,21,0.3069306930693069,0.6149306930693069
68912,135.0,22.5,12.0,11.0,김형준,2020,44,82,72,0.306,22,3,32,0.444,0,10,21,0,0,1,20,0.3902439024390244,0.8342439024390245
69100,129.805,9.95,20.0,7.0,구본혁,2020,125,98,86,0.163,14,1,19,0.221,0,7,18,0,2,2,23,0.24210526315789474,0.46310526315789474
69209,140.72,12.1,104.0,105.0,페르난데스,2020,144,668,586,0.34,199,21,291,0.497,11,58,42,1,13,26,32,0.4041916167664671,0.9011916167664671
69306,131.08,25.2,8.0,6.0,김주형,2020,39,50,43,0.233,10,1,16,0.372,0,4,10,0,2,0,24,0.32653061224489793,0.698530612244898
69418,128.59,16.549999999999997,24.0,14.0,박승규,2020,91,196,182,0.258,47,1,61,0.335,0,7,32,0,3,4,19,0.296875,0.631875
69442,138.235,12.7,2.0,9.0,김도환,2020,34,49,41,0.22,9,0,11,0.268,2,5,16,0,0,0,20,0.2916666666666667,0.5596666666666668
69453,135.28,19.4,30.0,28.0,이학주,2020,64,243,206,0.228,47,4,70,0.34,5,26,58,1,2,3,29,0.3138075313807531,0.6538075313807532
69636,146.42,12.9,11.0,14.0,오선우,2020,59,73,67,0.239,16,4,28,0.418,0,3,26,0,3,2,23,0.3013698630136986,0.7193698630136987
69652,142.61,21.4,100.0,113.0,터커,2020,142,631,542,0.306,166,32,302,0.557,4,76,67,3,9,12,30,0.3977812995245642,0.9547812995245643
69705,136.61,14.7,7.0,2.0,조한민,2020,25,52,50,0.22,11,0,15,0.3,0,0,22,0,2,0,19,0.25,0.55
69737,140.555,15.55,46.0,43.0,노시환,2020,106,387,346,0.22,76,12,134,0.387,1,33,116,1,6,8,19,0.2979274611398964,0.6849274611398963
69766,136.575,1.4,3.0,0.0,유장혁,2020,30,46,42,0.167,7,0,8,0.19,0,4,18,0,0,0,20,0.2391304347826087,0.4291304347826087
69825,129.59500000000003,24.95,10.0,7.0,김창평,2020,35,90,78,0.192,15,0,21,0.269,1,11,16,0,0,2,20,0.28888888888888886,0.5578888888888889
69992,129.07999999999998,9.9,18.0,2.0,최정원,2020,49,48,40,0.275,11,0,16,0.4,0,7,13,0,0,1,20,0.3829787234042553,0.7829787234042553
71184,135.41500000000002,12.15,7.0,11.0,이성우,2020,72,88,77,0.234,18,3,28,0.364,0,6,14,0,0,3,38,0.2891566265060241,0.653156626506024
71564,142.17,14.0,67.0,110.0,이대호,2020,144,611,542,0.292,158,20,245,0.452,11,53,68,9,5,21,38,0.353518821603928,0.805518821603928
71752,140.97,16.0,14.0,29.0,김태균,2020,67,254,219,0.219,48,2,65,0.297,2,30,42,3,2,8,38,0.31620553359683795,0.6132055335968379
71837,136.36,17.6,39.0,45.0,김강민,2020,122,327,289,0.253,73,12,122,0.422,2,27,62,2,4,10,37,0.32298136645962733,0.7449813664596273
71842,133.51,23.6,3.0,8.0,정상호,2020,42,92,86,0.163,14,0,20,0.233,1,2,29,0,0,4,37,0.1797752808988764,0.4127752808988764
72133,141.385,11.0,22.0,35.0,박용택,2020,97,236,217,0.3,65,2,86,0.396,4,15,34,1,0,7,41,0.3389830508474576,0.7349830508474576
72443,146.22,16.8,93.0,115.0,최형우,2020,140,600,522,0.354,185,28,308,0.59,3,70,101,5,5,9,36,0.43333333333333335,1.0233333333333334
73113,142.78,18.95,33.0,58.0,박경수,2020,119,391,324,0.281,91,13,147,0.454,7,48,96,2,9,14,36,0.38144329896907214,0.8354432989690721
73136,138.66,17.9,23.0,34.0,이성열,2020,79,248,227,0.203,46,8,75,0.33,0,16,69,0,5,4,35,0.2701612903225806,0.6001612903225806
73209,131.53,19.5,21.0,26.0,나주환,2020,64,222,204,0.279,57,6,80,0.392,1,12,44,0,1,6,36,0.3211009174311927,0.7131009174311926
73306,135.07,20.1,22.0,12.0,지석훈,2020,87,142,121,0.207,25,1,36,0.298,2,15,33,0,2,4,36,0.3,0.598
73342,141.57,8.0,5.0,7.0,이택근,2020,20,64,57,0.193,11,0,16,0.281,0,7,21,0,0,1,40,0.28125,0.56225
74163,127.64500000000001,12.2,60.0,32.0,이용규,2020,120,487,419,0.286,120,1,141,0.337,1,59,36,0,6,9,34,0.38144329896907214,0.7184432989690721
74206,134.945,14.0,48.0,39.0,김재호,2020,120,458,402,0.289,116,2,139,0.346,5,45,45,1,4,17,35,0.3618421052631579,0.7078421052631578
74215,134.19,9.3,4.0,12.0,윤석민,2020,34,76,73,0.192,14,3,25,0.342,1,2,12,0,0,3,34,0.21052631578947367,0.5525263157894738
74339,137.38,13.7,48.0,64.0,유한준,2020,119,428,386,0.28,108,11,158,0.409,1,40,51,2,0,9,39,0.34660421545667447,0.7556042154566744
74465,142.14499999999998,12.0,58.0,63.0,박석민,2020,123,448,356,0.306,109,14,166,0.466,4,75,62,2,10,11,35,0.43595505617977526,0.9019550561797753
74540,136.325,17.450000000000003,46.0,61.0,강민호,2020,119,393,355,0.287,102,19,173,0.487,3,31,54,2,4,17,34,0.3486005089058524,0.8356005089058525
74729,140.415,14.3,23.0,30.0,최진행,2020,84,240,214,0.234,50,8,79,0.369,3,18,59,0,5,11,34,0.30416666666666664,0.6731666666666667
75125,149.21499999999997,22.3,56.0,66.0,박병호,2020,93,383,309,0.223,69,21,139,0.45,8,57,114,2,9,8,34,0.3524804177545692,0.8024804177545692
75151,132.01,12.9,13.0,20.0,정의윤,2020,76,203,187,0.241,45,1,55,0.294,3,12,38,1,1,7,33,0.2857142857142857,0.5797142857142856
75334,144.24,16.2,62.0,89.0,오재일,2020,127,534,471,0.312,147,16,227,0.482,2,61,92,1,0,12,33,0.3895131086142322,0.8715131086142323
75566,135.79500000000002,19.7,46.0,74.0,이원석,2020,121,467,403,0.268,108,13,164,0.407,12,49,82,1,2,7,33,0.34120171673819744,0.7482017167381974
75808,137.26,16.15,23.0,14.0,정근우,2020,72,177,154,0.24,37,1,44,0.286,1,17,23,1,2,4,37,0.3218390804597701,0.6078390804597701
75847,141.01,26.0,90.0,96.0,최정,2020,133,553,452,0.27,122,33,243,0.538,6,75,98,1,20,7,33,0.3924050632911392,0.9304050632911393
76100,142.36,14.5,28.0,32.0,이병규,2020,53,194,164,0.274,45,9,76,0.463,1,28,55,0,1,5,36,0.38144329896907214,0.8444432989690722
76232,141.66500000000002,20.700000000000003,86.0,124.0,양의지,2020,130,528,461,0.328,151,33,278,0.603,6,46,47,7,14,11,33,0.40037950664136623,1.0033795066413662
76249,140.265,11.25,42.0,23.0,민병헌,2020,109,342,309,0.233,72,2,90,0.291,2,21,62,1,5,12,33,0.29080118694362017,0.5818011869436202
76267,141.61,20.1,63.0,88.0,최주환,2020,140,574,509,0.306,156,16,241,0.473,10,47,66,5,7,7,32,0.36649214659685864,0.8394921465968586
76290,146.26999999999998,14.149999999999999,98.0,119.0,김현수,2020,142,619,547,0.331,181,22,286,0.523,7,63,53,7,2,9,32,0.3974151857835218,0.9204151857835219
76313,139.62,17.55,108.0,97.0,황재균,2020,134,600,541,0.312,169,21,277,0.512,4,47,98,0,5,12,32,0.37018425460636517,0.8821842546063652
76509,130.56,16.5,6.0,5.0,김문호,2020,18,52,46,0.217,10,2,17,0.37,0,5,11,0,1,1,33,0.3076923076923077,0.6776923076923077
76753,139.86,14.4,31.0,43.0,송광민,2020,94,298,277,0.235,65,9,104,0.375,3,14,69,1,3,17,37,0.2760942760942761,0.6510942760942762
76802,129.61,13.25,34.0,25.0,김성현,2020,133,392,343,0.271,93,2,110,0.321,3,30,27,0,5,10,33,0.3359580052493438,0.6569580052493438
76812,134.28,21.45,18.0,21.0,이재원,2020,80,251,222,0.185,41,2,55,0.248,1,19,24,3,6,12,32,0.2661290322580645,0.5141290322580645
76849,134.82,10.25,82.0,45.0,이명기,2020,136,540,477,0.306,146,2,176,0.369,4,50,78,0,4,6,32,0.37383177570093457,0.7428317757009346
77243,132.865,15.100000000000001,2.0,5.0,허도환,2020,52,62,53,0.264,14,0,15,0.283,0,6,15,0,2,2,35,0.36065573770491804,0.643655737704918
