PCODE,HIT_VEL,HIT_ANG_VER,R,RBI,NAME,GYEAR,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD,AGE_VA,OBP,OPS
63202,133.655,17.85,3.0,3.0,장승현,2019,35,46,41,0.171,7,0,9,0.22,1,3,13,0,1,0,25,0.2391304347826087,0.45913043478260873
63257,136.28,21.15,6.0,7.0,김인태,2019,26,70,60,0.233,14,2,24,0.4,1,8,12,0,0,2,25,0.3188405797101449,0.7188405797101449
63260,142.67,11.1,62.0,36.0,이우성,2019,60,168,151,0.219,33,6,55,0.364,2,12,40,0,2,3,24,0.281437125748503,0.645437125748503
63440,123.38,15.2,3.0,5.0,이흥련,2019,27,44,42,0.31,13,0,17,0.405,0,2,12,0,0,1,30,0.3409090909090909,0.7459090909090909
63450,124.305,20.95,3.0,1.0,정현,2019,27,45,38,0.079,3,0,3,0.079,1,6,17,0,0,1,25,0.2,0.279
63559,138.48000000000002,15.7,8.0,2.0,백동훈,2019,41,52,47,0.17,8,0,10,0.213,0,4,16,0,1,0,28,0.25,0.46299999999999997
63593,129.92,21.8,8.0,5.0,조홍석,2019,42,65,60,0.117,7,0,11,0.183,1,4,14,0,0,1,29,0.16923076923076924,0.35223076923076924
63636,132.53,11.75,2.0,3.0,고장혁,2019,22,32,31,0.226,7,0,9,0.29,0,0,8,0,1,1,29,0.25,0.54
63704,130.86,11.8,69.0,28.0,노수광,2019,117,445,388,0.25,97,2,121,0.312,0,46,68,0,2,1,28,0.33256880733944955,0.6445688073394495
63722,131.45,15.0,22.0,27.0,한승택,2019,105,288,251,0.223,56,3,76,0.303,2,27,82,1,1,8,25,0.298932384341637,0.601932384341637
63963,137.065,17.6,37.0,41.0,권희동,2019,116,413,348,0.256,89,6,124,0.356,3,50,60,1,7,10,28,0.35784313725490197,0.7138431372549019
64004,135.25,9.15,68.0,32.0,김민혁,2019,127,521,466,0.281,131,0,143,0.307,5,32,61,0,13,8,23,0.34108527131782945,0.6480852713178294
64006,134.48,6.9,54.0,28.0,심우준,2019,138,433,391,0.279,109,3,133,0.34,1,23,68,0,6,7,24,0.32779097387173395,0.667790973871734
64007,124.34,12.7,8.0,7.0,문상철,2019,33,68,60,0.2,12,2,19,0.317,2,4,26,0,2,1,28,0.2647058823529412,0.5817058823529412
64011,132.66,23.9,4.0,5.0,안승한,2019,36,47,44,0.136,6,0,7,0.159,0,1,13,0,1,1,27,0.17391304347826086,0.3329130434782609
64012,136.175,6.949999999999999,24.0,4.0,송민섭,2019,105,64,53,0.302,16,0,18,0.34,1,6,13,0,3,0,27,0.3968253968253968,0.7368253968253968
64022,130.76,20.5,10.0,4.0,안중열,2019,73,145,136,0.191,26,2,40,0.294,0,6,41,0,2,2,23,0.2361111111111111,0.5301111111111111
64086,135.92000000000002,14.7,9.0,6.0,신성현,2019,35,54,41,0.195,8,1,11,0.268,2,10,14,0,1,0,28,0.35185185185185186,0.6198518518518519
64166,129.53,19.6,15.0,6.0,배정대,2019,66,84,74,0.203,15,0,19,0.257,0,7,23,0,1,2,24,0.2804878048780488,0.5374878048780488
64300,139.695,21.3,112.0,104.0,김하성,2019,139,625,540,0.307,166,19,265,0.491,7,70,80,4,7,12,23,0.3894230769230769,0.880423076923077
64346,142.47,5.9,39.0,41.0,임병욱,2019,117,419,379,0.243,92,0,119,0.314,0,23,110,0,11,6,23,0.3050847457627119,0.6190847457627119
64407,129.91,16.3,1.0,0.0,김호재,2019,28,33,32,0.219,7,0,8,0.25,0,1,7,0,0,1,24,0.24242424242424243,0.49242424242424243
64410,130.875,10.8,4.0,4.0,백승민,2019,19,45,42,0.238,10,0,11,0.262,1,2,12,0,0,2,29,0.26666666666666666,0.5286666666666666
64468,132.41,18.3,26.0,25.0,박계범,2019,58,204,168,0.256,43,4,65,0.387,3,22,45,0,5,7,23,0.35353535353535354,0.7405353535353536
64469,126.36,14.2,6.0,4.0,송준석,2019,26,56,51,0.235,12,1,18,0.353,1,2,14,0,1,3,25,0.2727272727272727,0.6257272727272727
64501,135.67,-1.4,4.0,2.0,배성근,2019,36,48,44,0.205,9,0,10,0.227,0,4,13,0,0,0,24,0.2708333333333333,0.49783333333333335
64504,137.94,7.85,21.0,21.0,오윤석,2019,76,228,198,0.222,44,1,49,0.247,4,20,43,1,2,4,27,0.29464285714285715,0.5416428571428571
64560,134.76,17.4,57.0,48.0,이창진,2019,133,470,400,0.27,108,6,153,0.383,5,57,92,0,4,8,28,0.3626609442060086,0.7456609442060086
64646,130.94,9.5,60.0,49.0,박찬호,2019,133,541,504,0.26,131,2,160,0.317,2,26,83,0,4,8,24,0.3003731343283582,0.6173731343283582
64657,124.43,17.4,13.0,4.0,박준태,2019,38,47,41,0.171,7,0,10,0.244,2,4,15,0,0,1,27,0.23404255319148937,0.47804255319148936
64717,136.10000000000002,17.25,7.0,11.0,지성준,2019,58,109,104,0.25,26,2,38,0.365,0,5,21,0,0,3,25,0.28440366972477066,0.6494036697247707
64793,122.83500000000001,18.6,5.0,2.0,김민수,2019,29,41,39,0.205,8,0,9,0.231,1,1,16,0,0,0,28,0.21951219512195122,0.45051219512195123
64868,131.91,6.3,15.0,19.0,조용호,2019,87,211,188,0.293,55,0,67,0.356,0,21,28,0,0,0,29,0.36363636363636365,0.7196363636363636
64906,128.565,12.649999999999999,12.0,7.0,강민국,2019,58,94,88,0.273,24,0,26,0.295,0,6,17,0,0,2,27,0.3191489361702128,0.6141489361702128
64984,129.54,15.2,44.0,46.0,김태진,2019,123,399,374,0.275,103,5,142,0.38,3,16,67,0,1,3,23,0.30456852791878175,0.6845685279187818
65207,132.68,4.800000000000001,25.0,5.0,신민재,2019,81,94,81,0.235,19,0,22,0.272,1,8,17,0,3,0,23,0.3225806451612903,0.5945806451612903
65357,136.305,14.25,33.0,34.0,송성문,2019,103,335,308,0.227,70,3,101,0.328,4,19,53,0,0,7,22,0.2688821752265861,0.596882175226586
65399,133.28,21.6,3.0,8.0,허정협,2019,37,77,68,0.235,16,0,17,0.25,1,7,19,0,1,1,29,0.3116883116883117,0.5616883116883117
65515,134.64,14.9,38.0,25.0,강로한,2019,104,306,288,0.24,69,4,108,0.375,1,13,107,0,3,3,27,0.2786885245901639,0.6536885245901639
65586,128.345,27.15,2.0,0.0,전병우,2019,29,55,51,0.098,5,0,6,0.118,0,3,22,0,0,0,26,0.14814814814814814,0.26614814814814813
66409,142.1,14.2,3.0,7.0,이성규,2019,16,46,43,0.256,11,2,19,0.442,0,2,16,0,1,1,25,0.30434782608695654,0.7463478260869565
66462,123.69,20.8,14.0,5.0,김성훈,2019,65,88,77,0.182,14,1,20,0.26,0,7,11,0,0,0,25,0.25,0.51
66508,128.87,11.6,10.0,7.0,나경민,2019,45,49,45,0.2,9,0,13,0.289,0,3,12,0,1,0,27,0.2653061224489796,0.5543061224489796
66606,131.45,17.4,33.0,18.0,최원준,2019,90,255,232,0.198,46,1,66,0.284,1,16,51,0,4,4,22,0.2608695652173913,0.5448695652173913
66615,131.3,10.85,14.0,14.0,류승현,2019,57,163,150,0.253,38,0,48,0.32,0,9,29,0,4,3,22,0.3128834355828221,0.6328834355828221
66662,135.95,23.8,4.0,7.0,신범수,2019,39,65,57,0.211,12,2,23,0.404,0,7,14,0,1,1,21,0.3076923076923077,0.7116923076923077
66702,127.95500000000001,5.0,3.0,4.0,이동훈,2019,14,31,31,0.29,9,0,10,0.323,0,0,8,0,0,1,22,0.2903225806451613,0.6133225806451613
66706,140.15,11.1,42.0,24.0,장진혁,2019,113,349,315,0.254,80,1,109,0.346,1,26,74,0,5,4,25,0.31988472622478387,0.6658847262247838
66715,145.465,12.3,1.0,2.0,김인환,2019,18,46,42,0.214,9,0,10,0.238,2,2,9,0,0,0,25,0.2391304347826087,0.4771304347826087
66838,133.865,17.1,15.0,25.0,김동엽,2019,60,211,195,0.215,42,6,66,0.338,2,12,47,0,2,2,28,0.26540284360189575,0.6034028436018958
66864,133.28,12.55,14.0,5.0,안상현,2019,65,108,102,0.235,24,0,27,0.265,1,4,28,0,0,3,22,0.2616822429906542,0.5266822429906541
66917,126.42,10.5,16.0,12.0,김찬형,2019,76,154,141,0.277,39,1,50,0.355,1,6,21,0,4,1,21,0.3223684210526316,0.6773684210526316
67025,141.3,18.7,68.0,104.0,로하스,2019,142,578,521,0.322,168,24,276,0.53,5,49,120,5,3,4,29,0.3806228373702422,0.9106228373702423
67304,133.72,8.7,57.0,32.0,김혜성,2019,122,387,348,0.276,96,0,126,0.362,4,29,85,1,2,4,20,0.33159268929503916,0.6935926892950391
67341,136.57,12.3,91.0,68.0,이정후,2019,140,630,574,0.336,193,6,262,0.456,4,45,40,0,4,15,20,0.38596491228070173,0.8419649122807018
67450,146.02,15.9,80.0,101.0,러프,2019,133,568,472,0.292,138,22,243,0.515,9,80,87,6,7,18,32,0.3961267605633803,0.9111267605633804
67504,134.2,16.8,0.0,1.0,김민수,2019,11,37,34,0.235,8,0,11,0.324,0,1,14,0,2,2,21,0.2972972972972973,0.6212972972972973
67539,128.595,13.6,12.0,13.0,나종덕,2019,104,209,185,0.124,23,3,36,0.195,2,9,88,0,6,5,21,0.18811881188118812,0.3831188118811881
67872,141.91,22.1,86.0,95.0,로맥,2019,137,589,504,0.276,139,29,256,0.508,6,73,117,3,6,11,33,0.3701188455008489,0.8781188455008488
68050,146.78,11.7,72.0,65.0,강백호,2019,116,505,438,0.336,147,13,217,0.495,4,61,87,4,2,11,19,0.4158415841584158,0.9108415841584159
68345,144.33,19.0,100.0,113.0,샌즈,2019,139,613,525,0.305,160,28,285,0.543,5,77,101,1,6,17,31,0.3964110929853181,0.9394110929853181
68407,126.795,16.75,4.0,6.0,공민규,2019,28,60,53,0.245,13,3,23,0.434,0,6,18,0,1,0,19,0.3333333333333333,0.7673333333333333
68518,121.78,7.8,3.0,1.0,정보근,2019,15,35,32,0.125,4,0,4,0.125,0,2,10,0,1,2,19,0.2,0.325
68525,143.91,8.7,12.0,9.0,한동희,2019,59,207,187,0.203,38,2,53,0.283,2,18,57,0,0,3,20,0.27053140096618356,0.5535314009661836
68730,136.3,21.0,74.0,73.0,호잉,2019,124,525,476,0.284,135,18,219,0.46,5,38,90,5,5,6,30,0.33969465648854963,0.7996946564885496
68743,137.49,13.0,83.0,57.0,정은원,2019,142,624,564,0.262,148,8,211,0.374,6,48,101,0,0,6,19,0.31715210355987056,0.6911521035598706
68868,129.92,9.2,3.0,0.0,최준우,2019,15,36,33,0.212,7,0,9,0.273,0,3,3,0,0,2,20,0.2777777777777778,0.5507777777777778
68912,133.71,9.7,13.0,9.0,김형준,2019,55,119,107,0.224,24,2,35,0.327,0,8,24,0,0,1,19,0.2782608695652174,0.6052608695652174
69100,133.49,18.3,10.0,6.0,구본혁,2019,57,95,85,0.176,15,1,19,0.224,1,6,17,0,2,0,22,0.24468085106382978,0.4686808510638298
69150,145.84,16.1,17.0,36.0,조셉,2019,55,217,197,0.274,54,9,84,0.426,2,14,46,0,4,3,27,0.3317972350230415,0.7577972350230415
69165,150.975,14.8,24.0,44.0,페게로,2019,52,214,199,0.286,57,9,94,0.472,1,12,63,0,2,2,32,0.3317757009345794,0.8037757009345794
69209,137.8,12.7,87.0,88.0,페르난데스,2019,144,645,572,0.344,197,15,276,0.483,6,61,54,4,6,16,31,0.40930232558139534,0.8923023255813953
69405,142.99,19.65,19.0,15.0,윌리엄슨,2019,40,168,154,0.273,42,4,63,0.409,1,13,50,0,0,2,28,0.3273809523809524,0.7363809523809524
69442,120.41,26.049999999999997,7.0,7.0,김도환,2019,61,106,93,0.204,19,2,31,0.333,1,8,36,0,0,0,19,0.2647058823529412,0.5977058823529412
69453,133.39,19.3,42.0,36.0,이학주,2019,118,436,385,0.262,101,7,142,0.369,4,32,89,0,10,3,28,0.33178654292343385,0.7007865429234339
69517,140.16500000000002,15.75,7.0,6.0,고승민,2019,30,89,83,0.253,21,0,31,0.373,1,4,16,0,0,1,18,0.2840909090909091,0.6570909090909092
69530,138.355,16.6,34.0,21.0,아수아헤,2019,49,194,163,0.252,41,2,60,0.368,1,26,24,1,1,0,27,0.35602094240837695,0.724020942408377
69569,138.39999999999998,18.2,21.0,37.0,윌슨,2019,68,268,231,0.251,58,9,100,0.433,1,31,60,0,5,8,28,0.35074626865671643,0.7837462686567165
69605,133.74,28.950000000000003,5.0,5.0,해즐베이커,2019,11,46,41,0.146,6,2,14,0.341,0,4,18,0,1,0,31,0.2391304347826087,0.5801304347826087
69636,136.49,13.9,5.0,4.0,오선우,2019,27,57,53,0.151,8,1,14,0.264,0,3,24,0,1,0,22,0.21052631578947367,0.4745263157894737
69652,142.32,15.5,50.0,50.0,터커,2019,95,399,357,0.311,111,9,171,0.479,1,38,44,0,3,12,29,0.38095238095238093,0.8599523809523809
69727,143.625,21.05,7.0,2.0,변우혁,2019,29,61,53,0.226,12,1,16,0.302,0,7,17,0,1,3,19,0.32786885245901637,0.6298688524590164
69737,143.185,12.649999999999999,19.0,13.0,노시환,2019,91,192,177,0.186,33,1,46,0.26,1,11,72,0,2,3,18,0.24083769633507854,0.5008376963350786
69766,129.36,6.1,10.0,4.0,유장혁,2019,38,61,55,0.164,9,1,13,0.236,1,5,17,0,0,0,19,0.22950819672131148,0.4655081967213115
69825,130.69,15.600000000000001,4.0,3.0,김창평,2019,18,53,45,0.178,8,0,10,0.222,0,4,11,0,1,1,19,0.26,0.482
69901,135.47,20.2,32.0,42.0,스몰린스키,2019,55,228,205,0.229,47,9,90,0.439,2,16,31,0,5,7,30,0.2982456140350877,0.7372456140350877
69950,145.15,16.0,23.0,29.0,베탄코트,2019,53,224,203,0.246,50,8,82,0.404,2,18,51,0,1,1,27,0.3080357142857143,0.7120357142857143
70410,138.5,14.8,35.0,32.0,김주찬,2019,100,363,337,0.3,101,3,126,0.374,3,17,44,3,5,6,38,0.3397790055248619,0.7137790055248618
71184,131.38,4.8,2.0,6.0,이성우,2019,55,74,64,0.156,10,0,13,0.203,0,4,11,0,3,2,37,0.23943661971830985,0.44243661971830983
71432,141.18,22.2,6.0,13.0,박한이,2019,30,85,74,0.257,19,2,28,0.378,1,9,17,0,0,0,40,0.3333333333333333,0.7113333333333334
71564,141.06,13.8,48.0,88.0,이대호,2019,135,549,485,0.285,138,16,211,0.435,7,47,65,4,10,19,37,0.3551912568306011,0.7901912568306011
71752,141.51,13.8,47.0,62.0,김태균,2019,127,500,433,0.305,132,6,171,0.395,8,54,94,5,5,15,37,0.382,0.777
71837,133.675,17.7,54.0,50.0,김강민,2019,127,460,422,0.27,114,8,156,0.37,3,31,103,3,4,2,36,0.3239130434782609,0.6939130434782609
72133,139.86,14.9,19.0,22.0,박용택,2019,64,215,195,0.282,55,1,67,0.344,2,18,30,1,0,3,40,0.3395348837209302,0.6835348837209302
72443,144.26,16.65,65.0,86.0,최형우,2019,136,555,456,0.3,137,17,221,0.485,7,85,77,6,7,13,35,0.4126126126126126,0.8976126126126126
72456,129.05,17.4,2.0,4.0,손주인,2019,20,35,31,0.194,6,1,9,0.29,0,2,6,0,0,3,35,0.24242424242424243,0.5324242424242425
72546,132.23,13.9,7.0,10.0,문규현,2019,40,72,64,0.25,16,0,18,0.281,3,3,10,0,0,1,36,0.2714285714285714,0.5524285714285715
73113,137.08,18.7,43.0,65.0,박경수,2019,137,490,421,0.247,104,10,158,0.375,6,55,102,1,4,14,35,0.33539094650205764,0.7103909465020577
73136,143.68,13.3,60.0,85.0,이성열,2019,129,476,414,0.256,106,21,192,0.464,4,48,114,1,9,7,34,0.3431578947368421,0.8071578947368421
73209,130.01999999999998,15.75,14.0,20.0,나주환,2019,94,245,225,0.222,50,3,68,0.302,1,12,54,0,3,6,35,0.2697095435684647,0.5717095435684647
73213,126.99,12.6,17.0,10.0,손시헌,2019,68,149,135,0.267,36,2,48,0.356,0,5,23,0,5,2,38,0.31724137931034485,0.6732413793103449
73306,138.47,16.1,15.0,15.0,지석훈,2019,76,169,149,0.228,34,2,49,0.329,2,10,37,1,6,6,35,0.2994011976047904,0.6284011976047904
74206,134.07,20.9,51.0,48.0,김재호,2019,130,470,377,0.268,101,4,135,0.358,11,67,58,3,7,10,34,0.3787878787878788,0.7367878787878788
74215,132.31,16.9,4.0,17.0,윤석민,2019,63,178,169,0.231,39,2,49,0.29,2,7,24,0,0,4,33,0.25842696629213485,0.5484269662921348
74339,139.77,12.149999999999999,61.0,86.0,유한준,2019,139,562,501,0.317,159,14,222,0.443,5,52,61,1,4,20,38,0.38256227758007116,0.8255622775800712
74465,138.78,16.3,49.0,74.0,박석민,2019,112,444,360,0.267,96,19,172,0.478,3,65,69,2,12,17,34,0.3931818181818182,0.8711818181818182
74540,140.32999999999998,16.6,36.0,45.0,강민호,2019,112,393,346,0.234,81,13,140,0.405,3,33,76,2,9,9,33,0.3145780051150895,0.7195780051150895
74729,140.85,24.85,10.0,19.0,최진행,2019,45,129,117,0.231,27,6,51,0.436,1,9,28,0,2,3,33,0.29457364341085274,0.7305736434108527
74846,138.93,26.8,5.0,5.0,박정권,2019,18,37,32,0.188,6,1,10,0.313,0,5,11,0,0,0,37,0.2972972972972973,0.6102972972972973
75125,146.0,20.7,92.0,98.0,박병호,2019,122,532,432,0.28,121,33,242,0.56,9,78,117,5,13,7,33,0.39849624060150374,0.9584962406015038
75151,136.88,16.6,44.0,59.0,정의윤,2019,110,419,380,0.282,107,13,170,0.447,2,30,60,1,6,9,32,0.34210526315789475,0.7891052631578948
75334,143.07999999999998,21.0,76.0,102.0,오재일,2019,130,529,467,0.293,137,21,231,0.495,4,55,99,1,3,5,32,0.3686200378071834,0.8636200378071834
75566,138.59,22.3,44.0,76.0,이원석,2019,111,455,395,0.246,97,19,174,0.441,7,43,73,0,8,10,32,0.32671081677704195,0.7677108167770419
75808,136.38,10.9,37.0,30.0,정근우,2019,88,305,277,0.278,77,3,98,0.354,1,20,43,1,4,11,36,0.3344370860927152,0.6884370860927151
75847,141.87,21.7,86.0,99.0,최정,2019,141,606,503,0.292,147,29,261,0.519,8,69,92,6,26,4,32,0.39933993399339934,0.9183399339933993
76232,143.98,16.6,61.0,68.0,양의지,2019,118,459,390,0.354,138,20,224,0.574,6,48,43,4,15,13,32,0.43790849673202614,1.0119084967320262
76249,139.09,14.5,52.0,43.0,민병헌,2019,101,420,369,0.304,112,9,167,0.453,3,42,55,0,5,9,32,0.3794749403341289,0.8324749403341289
76267,139.79,20.5,27.0,47.0,최주환,2019,87,325,285,0.277,79,4,104,0.365,11,28,35,0,1,10,31,0.3323076923076923,0.6973076923076923
76290,144.445,14.45,75.0,82.0,김현수,2019,140,595,526,0.304,160,11,230,0.437,9,54,52,9,6,11,31,0.3697478991596639,0.8067478991596639
76313,135.45,18.5,78.0,67.0,황재균,2019,124,507,448,0.283,127,20,209,0.467,5,52,71,2,2,10,31,0.35700197238658776,0.8240019723865878
76368,130.42,18.6,17.0,6.0,유재신,2019,71,59,51,0.255,13,0,17,0.333,1,6,12,0,0,1,31,0.3275862068965517,0.6605862068965518
76509,132.41,12.5,6.0,4.0,김문호,2019,51,109,103,0.243,25,0,32,0.311,1,4,30,0,0,1,32,0.26851851851851855,0.5795185185185185
76720,129.89,26.7,4.0,4.0,정범모,2019,25,45,40,0.225,9,2,16,0.4,0,3,15,0,0,0,32,0.27906976744186046,0.6790697674418604
76753,141.84,12.3,50.0,51.0,송광민,2019,122,486,454,0.264,120,7,162,0.357,5,21,91,0,3,18,36,0.2981366459627329,0.6551366459627329
76802,130.46,12.5,45.0,34.0,김성현,2019,144,472,426,0.246,105,1,128,0.3,3,33,43,0,2,15,32,0.3017241379310345,0.6017241379310345
76812,138.84,15.7,33.0,75.0,이재원,2019,139,502,451,0.268,121,12,176,0.39,7,34,59,2,9,16,31,0.3273453093812375,0.7173453093812375
76849,133.46,9.7,19.0,22.0,이명기,2019,139,547,484,0.293,142,2,171,0.353,4,48,66,2,4,12,31,0.3592592592592593,0.7122592592592593
76869,127.39500000000001,22.3,29.0,2.0,김재현,2019,83,49,42,0.286,12,0,16,0.381,0,4,11,0,0,0,31,0.34782608695652173,0.7288260869565217
77243,138.95999999999998,16.05,3.0,6.0,허도환,2019,56,93,79,0.127,10,1,16,0.203,2,5,18,0,3,3,34,0.20224719101123595,0.40524719101123596
77248,141.36,20.9,30.0,18.0,오재원,2019,98,204,177,0.164,29,3,48,0.271,0,25,50,0,0,3,34,0.26732673267326734,0.5383267326732674
77463,142.0,18.6,11.0,29.0,채태인,2019,59,182,167,0.251,42,5,68,0.407,2,11,45,1,2,5,36,0.3021978021978022,0.7091978021978022
77532,140.365,10.7,78.0,63.0,손아섭,2019,134,568,512,0.295,151,10,205,0.4,2,52,92,1,1,6,31,0.35978835978835977,0.7597883597883598
77564,137.425,16.4,44.0,50.0,김민성,2019,107,401,361,0.26,94,8,134,0.371,1,30,75,0,4,12,30,0.32323232323232326,0.6942323232323233
77654,133.94,17.8,3.0,3.0,이준수,2019,32,49,36,0.194,7,0,8,0.222,0,9,11,0,1,1,31,0.3695652173913043,0.5915652173913043
78135,140.42000000000002,16.75,56.0,63.0,이형종,2019,120,482,419,0.286,120,13,185,0.442,10,42,78,1,10,9,30,0.3575883575883576,0.7995883575883576
78168,134.72,12.9,67.0,41.0,서건창,2019,113,486,426,0.3,128,2,163,0.383,5,49,50,1,3,5,29,0.37267080745341613,0.7556708074534162
78217,133.19,13.7,35.0,17.0,김용의,2019,114,210,179,0.218,39,0,50,0.279,1,24,38,1,2,1,33,0.3155339805825243,0.5945339805825243
78224,146.56,16.5,76.0,91.0,김재환,2019,136,574,495,0.283,140,15,215,0.434,11,63,113,5,5,7,30,0.3623693379790941,0.7963693379790941
